barista_count_setting,interarrival_setting,caseid,time,activity
human_1,4,1,416,arrival
human_1,4,1,416,join_queue
human_1,4,1,416,begin_service
human_1,4,2,475,arrival
human_1,4,2,475,join_queue
human_1,4,1,476,end_service
human_1,4,2,476,begin_service
human_1,4,2,536,end_service
human_1,4,3,664,arrival
human_1,4,3,664,join_queue
human_1,4,3,664,begin_service
human_1,4,4,714,arrival
human_1,4,4,714,join_queue
human_1,4,3,730,end_service
human_1,4,4,730,begin_service
human_1,4,4,811,end_service
human_1,4,5,937,arrival
human_1,4,5,937,join_queue
human_1,4,5,937,begin_service
human_1,4,6,1185,arrival
human_1,4,6,1185,join_queue
human_1,4,5,1230,end_service
human_1,4,6,1230,begin_service
human_1,4,6,1290,end_service
human_1,4,7,1539,arrival
human_1,4,7,1539,join_queue
human_1,4,7,1539,begin_service
human_1,4,7,1599,end_service
human_1,4,8,1668,arrival
human_1,4,8,1668,join_queue
human_1,4,8,1668,begin_service
human_1,4,8,1728,end_service
human_1,4,9,1777,arrival
human_1,4,9,1777,join_queue
human_1,4,9,1777,begin_service
human_1,4,9,1837,end_service
human_1,4,10,1985,arrival
human_1,4,10,1985,join_queue
human_1,4,10,1985,begin_service
human_1,4,11,2080,arrival
human_1,4,11,2080,join_queue
human_1,4,12,2124,arrival
human_1,4,12,2124,join_queue
human_1,4,10,2215,end_service
human_1,4,11,2215,begin_service
human_1,4,13,2282,arrival
human_1,4,13,2282,join_queue
human_1,4,11,2311,end_service
human_1,4,12,2311,begin_service
human_1,4,12,2380,end_service
human_1,4,13,2380,begin_service
human_1,4,13,2457,end_service
human_1,4,14,2503,arrival
human_1,4,14,2503,join_queue
human_1,4,14,2503,begin_service
human_1,4,14,2596,end_service
human_1,4,15,2985,arrival
human_1,4,15,2985,join_queue
human_1,4,15,2985,begin_service
human_1,4,15,3045,end_service
human_1,4,16,3144,arrival
human_1,4,16,3144,join_queue
human_1,4,16,3144,begin_service
human_1,4,16,3280,end_service
human_1,4,17,3354,arrival
human_1,4,17,3354,join_queue
human_1,4,17,3354,begin_service
human_1,4,18,3543,arrival
human_1,4,18,3543,join_queue
human_1,4,17,3647,end_service
human_1,4,18,3647,begin_service
human_1,4,18,3796,end_service
human_1,4,19,3909,arrival
human_1,4,19,3909,join_queue
human_1,4,19,3909,begin_service
human_1,4,20,3932,arrival
human_1,4,20,3932,join_queue
human_1,4,21,3993,arrival
human_1,4,21,3993,join_queue
human_1,4,22,4009,arrival
human_1,4,22,4009,join_queue
human_1,4,23,4025,arrival
human_1,4,23,4025,join_queue
human_1,4,24,4184,arrival
human_1,4,24,4184,join_queue
human_1,4,25,4188,arrival
human_1,4,25,4188,join_queue
human_1,4,19,4209,end_service
human_1,4,20,4209,begin_service
human_1,4,20,4336,end_service
human_1,4,21,4336,begin_service
human_1,4,26,4430,arrival
human_1,4,26,4430,join_queue
human_1,4,27,4499,arrival
human_1,4,27,4499,join_queue
human_1,4,21,4511,end_service
human_1,4,22,4511,begin_service
human_1,4,28,4539,arrival
human_1,4,28,4539,join_queue
human_1,4,29,4648,arrival
human_1,4,29,4648,join_queue
human_1,4,22,4793,end_service
human_1,4,23,4793,begin_service
human_1,4,30,4856,arrival
human_1,4,30,4856,join_queue
human_1,4,23,4875,end_service
human_1,4,24,4875,begin_service
human_1,4,24,4959,end_service
human_1,4,25,4959,begin_service
human_1,4,25,5092,end_service
human_1,4,26,5092,begin_service
human_1,4,26,5163,end_service
human_1,4,27,5163,begin_service
human_1,4,27,5223,end_service
human_1,4,28,5223,begin_service
human_1,4,31,5274,arrival
human_1,4,31,5274,join_queue
human_1,4,28,5408,end_service
human_1,4,29,5408,begin_service
human_1,4,29,5468,end_service
human_1,4,30,5468,begin_service
human_1,4,30,5528,end_service
human_1,4,31,5528,begin_service
human_1,4,31,5642,end_service
human_1,4,32,6181,arrival
human_1,4,32,6181,join_queue
human_1,4,32,6181,begin_service
human_1,4,33,6190,arrival
human_1,4,33,6190,join_queue
human_1,4,32,6435,end_service
human_1,4,33,6435,begin_service
human_1,4,33,6638,end_service
human_1,4,34,6798,arrival
human_1,4,34,6798,join_queue
human_1,4,34,6798,begin_service
human_1,4,34,6858,end_service
human_1,4,35,6994,arrival
human_1,4,35,6994,join_queue
human_1,4,35,6994,begin_service
human_1,4,35,7054,end_service
human_1,4,36,7234,arrival
human_1,4,36,7234,join_queue
human_1,4,36,7234,begin_service
human_1,4,36,7294,end_service
human_1,4,37,7301,arrival
human_1,4,37,7301,join_queue
human_1,4,37,7301,begin_service
human_1,4,38,7311,arrival
human_1,4,38,7311,join_queue
human_1,4,37,7399,end_service
human_1,4,38,7399,begin_service
human_1,4,38,7459,end_service
human_1,4,39,7501,arrival
human_1,4,39,7501,join_queue
human_1,4,39,7501,begin_service
human_1,4,39,7561,end_service
human_1,4,40,7579,arrival
human_1,4,40,7579,join_queue
human_1,4,40,7579,begin_service
human_1,4,40,7639,end_service
human_1,4,41,7682,arrival
human_1,4,41,7682,join_queue
human_1,4,41,7682,begin_service
human_1,4,41,7791,end_service
human_1,4,42,7835,arrival
human_1,4,42,7835,join_queue
human_1,4,42,7835,begin_service
human_1,4,42,7895,end_service
human_1,4,43,7941,arrival
human_1,4,43,7941,join_queue
human_1,4,43,7941,begin_service
human_1,4,43,8001,end_service
human_1,4,44,8048,arrival
human_1,4,44,8048,join_queue
human_1,4,44,8048,begin_service
human_1,4,44,8108,end_service
human_1,4,45,8629,arrival
human_1,4,45,8629,join_queue
human_1,4,45,8629,begin_service
human_1,4,45,8704,end_service
human_1,4,46,8777,arrival
human_1,4,46,8777,join_queue
human_1,4,46,8777,begin_service
human_1,4,47,8832,arrival
human_1,4,47,8832,join_queue
human_1,4,46,8843,end_service
human_1,4,47,8843,begin_service
human_1,4,47,8929,end_service
human_1,4,48,8979,arrival
human_1,4,48,8979,join_queue
human_1,4,48,8979,begin_service
human_1,4,48,9199,end_service
human_1,4,49,9390,arrival
human_1,4,49,9390,join_queue
human_1,4,49,9390,begin_service
human_1,4,49,9459,end_service
human_1,4,50,9709,arrival
human_1,4,50,9709,join_queue
human_1,4,50,9709,begin_service
human_1,4,50,9769,end_service
human_1,4,51,9801,arrival
human_1,4,51,9801,join_queue
human_1,4,51,9801,begin_service
human_1,4,52,9808,arrival
human_1,4,52,9808,join_queue
human_1,4,53,9866,arrival
human_1,4,53,9866,join_queue
human_1,4,54,9866,arrival
