barista_count_setting,interarrival_setting,caseid,time,activity
human_3,3,1,312,arrival
human_3,3,1,312,join_queue
human_3,3,1,312,begin_service
human_3,3,2,356,arrival
human_3,3,2,356,join_queue
human_3,3,2,356,begin_service
human_3,3,1,372,end_service
human_3,3,2,416,end_service
human_3,3,3,498,arrival
human_3,3,3,498,join_queue
human_3,3,3,498,begin_service
human_3,3,4,535,arrival
human_3,3,4,535,join_queue
human_3,3,4,535,begin_service
human_3,3,3,558,end_service
human_3,3,4,596,end_service
human_3,3,5,702,arrival
human_3,3,5,702,join_queue
human_3,3,5,702,begin_service
human_3,3,5,882,end_service
human_3,3,6,888,arrival
human_3,3,6,888,join_queue
human_3,3,6,888,begin_service
human_3,3,6,948,end_service
human_3,3,7,1153,arrival
human_3,3,7,1153,join_queue
human_3,3,7,1153,begin_service
human_3,3,7,1213,end_service
human_3,3,8,1250,arrival
human_3,3,8,1250,join_queue
human_3,3,8,1250,begin_service
human_3,3,8,1310,end_service
human_3,3,9,1332,arrival
human_3,3,9,1332,join_queue
human_3,3,9,1332,begin_service
human_3,3,9,1392,end_service
human_3,3,10,1488,arrival
human_3,3,10,1488,join_queue
human_3,3,10,1488,begin_service
human_3,3,11,1559,arrival
human_3,3,11,1559,join_queue
human_3,3,11,1559,begin_service
human_3,3,12,1592,arrival
human_3,3,12,1592,join_queue
human_3,3,12,1592,begin_service
human_3,3,11,1619,end_service
human_3,3,10,1660,end_service
human_3,3,12,1675,end_service
human_3,3,13,1736,arrival
human_3,3,13,1736,join_queue
human_3,3,13,1736,begin_service
human_3,3,13,1796,end_service
human_3,3,14,1839,arrival
human_3,3,14,1839,join_queue
human_3,3,14,1839,begin_service
human_3,3,14,1908,end_service
human_3,3,15,2201,arrival
human_3,3,15,2201,join_queue
human_3,3,15,2201,begin_service
human_3,3,15,2261,end_service
human_3,3,16,2320,arrival
human_3,3,16,2320,join_queue
human_3,3,16,2320,begin_service
human_3,3,16,2422,end_service
human_3,3,17,2477,arrival
human_3,3,17,2477,join_queue
human_3,3,17,2477,begin_service
human_3,3,18,2619,arrival
human_3,3,18,2619,join_queue
human_3,3,18,2619,begin_service
human_3,3,17,2657,end_service
human_3,3,18,2731,end_service
human_3,3,19,2893,arrival
human_3,3,19,2893,join_queue
human_3,3,19,2893,begin_service
human_3,3,20,2910,arrival
human_3,3,20,2910,join_queue
human_3,3,20,2910,begin_service
human_3,3,21,2956,arrival
human_3,3,21,2956,join_queue
