barista_count_setting,interarrival_setting,caseid,time,activity
human_2,8,1,832,arrival
human_2,8,1,832,join_queue
human_2,8,1,832,begin_service
human_2,8,1,892,end_service
human_2,8,2,950,arrival
human_2,8,2,950,join_queue
human_2,8,2,950,begin_service
human_2,8,2,1010,end_service
human_2,8,3,1329,arrival
human_2,8,3,1329,join_queue
human_2,8,3,1329,begin_service
human_2,8,3,1395,end_service
human_2,8,4,1428,arrival
human_2,8,4,1428,join_queue
human_2,8,4,1428,begin_service
human_2,8,4,1509,end_service
human_2,8,5,1875,arrival
human_2,8,5,1875,join_queue
human_2,8,5,1875,begin_service
human_2,8,5,2168,end_service
human_2,8,6,2371,arrival
human_2,8,6,2371,join_queue
human_2,8,6,2371,begin_service
human_2,8,6,2431,end_service
human_2,8,7,3079,arrival
human_2,8,7,3079,join_queue
human_2,8,7,3079,begin_service
human_2,8,7,3139,end_service
human_2,8,8,3337,arrival
human_2,8,8,3337,join_queue
human_2,8,8,3337,begin_service
human_2,8,8,3397,end_service
human_2,8,9,3556,arrival
human_2,8,9,3556,join_queue
human_2,8,9,3556,begin_service
human_2,8,9,3616,end_service
human_2,8,10,3973,arrival
human_2,8,10,3973,join_queue
human_2,8,10,3973,begin_service
human_2,8,11,4162,arrival
human_2,8,11,4162,join_queue
human_2,8,11,4162,begin_service
human_2,8,10,4203,end_service
human_2,8,11,4241,end_service
human_2,8,12,4249,arrival
human_2,8,12,4249,join_queue
human_2,8,12,4249,begin_service
human_2,8,12,4360,end_service
human_2,8,13,4633,arrival
human_2,8,13,4633,join_queue
human_2,8,13,4633,begin_service
human_2,8,13,4710,end_service
human_2,8,14,4908,arrival
human_2,8,14,4908,join_queue
human_2,8,14,4908,begin_service
human_2,8,14,5001,end_service
human_2,8,15,5873,arrival
human_2,8,15,5873,join_queue
human_2,8,15,5873,begin_service
human_2,8,15,5933,end_service
human_2,8,16,6191,arrival
human_2,8,16,6191,join_queue
human_2,8,16,6191,begin_service
human_2,8,16,6327,end_service
human_2,8,17,6610,arrival
human_2,8,17,6610,join_queue
human_2,8,17,6610,begin_service
human_2,8,17,6903,end_service
human_2,8,18,6988,arrival
human_2,8,18,6988,join_queue
human_2,8,18,6988,begin_service
human_2,8,18,7137,end_service
human_2,8,19,7720,arrival
human_2,8,19,7720,join_queue
human_2,8,19,7720,begin_service
human_2,8,20,7766,arrival
human_2,8,20,7766,join_queue
human_2,8,20,7766,begin_service
human_2,8,20,7826,end_service
human_2,8,21,7887,arrival
human_2,8,21,7887,join_queue
human_2,8,21,7887,begin_service
human_2,8,22,7919,arrival
human_2,8,22,7919,join_queue
human_2,8,23,7926,arrival
human_2,8,23,7926,join_queue
human_2,8,21,7967,end_service
human_2,8,22,7967,begin_service
human_2,8,19,8020,end_service
human_2,8,23,8020,begin_service
human_2,8,22,8094,end_service
human_2,8,23,8195,end_service
human_2,8,24,8410,arrival
human_2,8,24,8410,join_queue
human_2,8,24,8410,begin_service
human_2,8,24,8470,end_service
human_2,8,25,8548,arrival
human_2,8,25,8548,join_queue
human_2,8,25,8548,begin_service
human_2,8,25,8608,end_service
human_2,8,26,9675,arrival
human_2,8,26,9675,join_queue
human_2,8,26,9675,begin_service
human_2,8,26,9757,end_service
human_2,8,27,10092,arrival
human_2,8,27,10092,join_queue
human_2,8,27,10092,begin_service
human_2,8,27,10176,end_service
human_2,8,28,10928,arrival
human_2,8,28,10928,join_queue
human_2,8,28,10928,begin_service
human_2,8,28,10999,end_service
human_2,8,29,11461,arrival
human_2,8,29,11461,join_queue
human_2,8,29,11461,begin_service
human_2,8,30,11486,arrival
human_2,8,30,11486,join_queue
human_2,8,30,11486,begin_service
human_2,8,30,11546,end_service
human_2,8,29,11646,end_service
human_2,8,31,13300,arrival
human_2,8,31,13300,join_queue
human_2,8,31,13300,begin_service
human_2,8,32,13312,arrival
human_2,8,32,13312,join_queue
human_2,8,32,13312,begin_service
human_2,8,33,13330,arrival
human_2,8,33,13330,join_queue
human_2,8,31,13414,end_service
human_2,8,33,13414,begin_service
human_2,8,32,13566,end_service
human_2,8,33,13617,end_service
human_2,8,34,14545,arrival
human_2,8,34,14545,join_queue
human_2,8,34,14545,begin_service
human_2,8,34,14605,end_service
human_2,8,35,14938,arrival
human_2,8,35,14938,join_queue
human_2,8,35,14938,begin_service
human_2,8,35,14998,end_service
human_2,8,36,15419,arrival
human_2,8,36,15419,join_queue
human_2,8,36,15419,begin_service
human_2,8,36,15479,end_service
human_2,8,37,15552,arrival
human_2,8,37,15552,join_queue
human_2,8,37,15552,begin_service
human_2,8,38,15572,arrival
human_2,8,38,15572,join_queue
human_2,8,38,15572,begin_service
human_2,8,38,15632,end_service
human_2,8,37,15650,end_service
human_2,8,39,15953,arrival
human_2,8,39,15953,join_queue
human_2,8,39,15953,begin_service
human_2,8,39,16013,end_service
human_2,8,40,16110,arrival
human_2,8,40,16110,join_queue
human_2,8,40,16110,begin_service
human_2,8,40,16170,end_service
human_2,8,41,16317,arrival
human_2,8,41,16317,join_queue
human_2,8,41,16317,begin_service
human_2,8,41,16426,end_service
human_2,8,42,16622,arrival
human_2,8,42,16622,join_queue
human_2,8,42,16622,begin_service
human_2,8,42,16682,end_service
human_2,8,43,16835,arrival
human_2,8,43,16835,join_queue
human_2,8,43,16835,begin_service
human_2,8,43,16895,end_service
human_2,8,44,17050,arrival
human_2,8,44,17050,join_queue
human_2,8,44,17050,begin_service
human_2,8,44,17110,end_service
human_2,8,45,18211,arrival
human_2,8,45,18211,join_queue
human_2,8,45,18211,begin_service
human_2,8,45,18286,end_service
human_2,8,46,18508,arrival
human_2,8,46,18508,join_queue
human_2,8,46,18508,begin_service
human_2,8,46,18574,end_service
human_2,8,47,18617,arrival
human_2,8,47,18617,join_queue
human_2,8,47,18617,begin_service
human_2,8,47,18703,end_service
human_2,8,48,18910,arrival
human_2,8,48,18910,join_queue
human_2,8,48,18910,begin_service
human_2,8,48,19130,end_service
human_2,8,49,19732,arrival
human_2,8,49,19732,join_queue
human_2,8,49,19732,begin_service
human_2,8,49,19801,end_service
human_2,8,50,20370,arrival
human_2,8,50,20370,join_queue
human_2,8,50,20370,begin_service
human_2,8,50,20430,end_service
human_2,8,51,20554,arrival
human_2,8,51,20554,join_queue
human_2,8,51,20554,begin_service
human_2,8,52,20569,arrival
human_2,8,52,20569,join_queue
human_2,8,52,20569,begin_service
human_2,8,51,20629,end_service
human_2,8,52,20629,end_service
human_2,8,53,20685,arrival
human_2,8,53,20685,join_queue
human_2,8,53,20685,begin_service
human_2,8,53,20768,end_service
human_2,8,54,21422,arrival
human_2,8,54,21422,join_queue
human_2,8,54,21422,begin_service
human_2,8,55,21426,arrival
human_2,8,55,21426,join_queue
human_2,8,55,21426,begin_service
human_2,8,56,21469,arrival
human_2,8,56,21469,join_queue
human_2,8,54,21488,end_service
human_2,8,56,21488,begin_service
human_2,8,55,21520,end_service
human_2,8,56,21548,end_service
human_2,8,57,22048,arrival
human_2,8,57,22048,join_queue
human_2,8,57,22048,begin_service
human_2,8,57,22108,end_service
human_2,8,58,22405,arrival
human_2,8,58,22405,join_queue
human_2,8,58,22405,begin_service
human_2,8,58,22668,end_service
human_2,8,59,23585,arrival
human_2,8,59,23585,join_queue
human_2,8,59,23585,begin_service
human_2,8,59,23698,end_service
human_2,8,60,24017,arrival
human_2,8,60,24017,join_queue
human_2,8,60,24017,begin_service
human_2,8,60,24138,end_service
human_2,8,61,24232,arrival
human_2,8,61,24232,join_queue
human_2,8,61,24232,begin_service
human_2,8,62,24245,arrival
human_2,8,62,24245,join_queue
human_2,8,62,24245,begin_service
human_2,8,61,24292,end_service
human_2,8,63,24313,arrival
human_2,8,63,24313,join_queue
human_2,8,63,24313,begin_service
human_2,8,63,24495,end_service
human_2,8,62,24498,end_service
human_2,8,64,24907,arrival
human_2,8,64,24907,join_queue
human_2,8,64,24907,begin_service
human_2,8,65,24909,arrival
human_2,8,65,24909,join_queue
human_2,8,65,24909,begin_service
human_2,8,66,24922,arrival
human_2,8,66,24922,join_queue
human_2,8,65,24969,end_service
human_2,8,66,24969,begin_service
human_2,8,64,24971,end_service
human_2,8,66,25089,end_service
human_2,8,67,25165,arrival
human_2,8,67,25165,join_queue
human_2,8,67,25165,begin_service
human_2,8,67,25284,end_service
human_2,8,68,25441,arrival
human_2,8,68,25441,join_queue
human_2,8,68,25441,begin_service
human_2,8,68,25532,end_service
human_2,8,69,25778,arrival
human_2,8,69,25778,join_queue
human_2,8,69,25778,begin_service
human_2,8,69,25875,end_service
human_2,8,70,26081,arrival
human_2,8,70,26081,join_queue
human_2,8,70,26081,begin_service
human_2,8,71,26245,arrival
human_2,8,71,26245,join_queue
human_2,8,71,26245,begin_service
human_2,8,70,26265,end_service
human_2,8,71,26348,end_service
human_2,8,72,26608,arrival
human_2,8,72,26608,join_queue
human_2,8,72,26608,begin_service
human_2,8,72,26745,end_service
human_2,8,73,27434,arrival
human_2,8,73,27434,join_queue
human_2,8,73,27434,begin_service
human_2,8,73,27494,end_service
human_2,8,74,27734,arrival
human_2,8,74,27734,join_queue
human_2,8,74,27734,begin_service
human_2,8,75,27970,arrival
human_2,8,75,27970,join_queue
human_2,8,75,27970,begin_service
human_2,8,74,28026,end_service
human_2,8,76,28048,arrival
human_2,8,76,28048,join_queue
human_2,8,76,28048,begin_service
human_2,8,75,28073,end_service
human_2,8,77,28132,arrival
human_2,8,77,28132,join_queue
human_2,8,77,28132,begin_service
human_2,8,76,28136,end_service
human_2,8,77,28192,end_service
human_2,8,78,28499,arrival
human_2,8,78,28499,join_queue
human_2,8,78,28499,begin_service
human_2,8,78,28578,end_service
human_2,8,79,28896,arrival
human_2,8,79,28896,join_queue
human_2,8,79,28896,begin_service
human_2,8,79,29196,end_service
human_2,8,80,29276,arrival
human_2,8,80,29276,join_queue
human_2,8,80,29276,begin_service
human_2,8,80,29336,end_service
human_2,8,81,29394,arrival
human_2,8,81,29394,join_queue
human_2,8,81,29394,begin_service
human_2,8,81,29454,end_service
human_2,8,82,31461,arrival
human_2,8,82,31461,join_queue
human_2,8,82,31461,begin_service
human_2,8,82,31557,end_service
human_2,8,83,31912,arrival
human_2,8,83,31912,join_queue
human_2,8,83,31912,begin_service
human_2,8,83,31972,end_service
human_2,8,84,32620,arrival
human_2,8,84,32620,join_queue
human_2,8,84,32620,begin_service
human_2,8,84,32680,end_service
human_2,8,85,33100,arrival
human_2,8,85,33100,join_queue
human_2,8,85,33100,begin_service
human_2,8,86,33272,arrival
human_2,8,86,33272,join_queue
human_2,8,86,33272,begin_service
human_2,8,85,33305,end_service
human_2,8,86,33332,end_service
human_2,8,87,33526,arrival
human_2,8,87,33526,join_queue
human_2,8,87,33526,begin_service
human_2,8,87,33586,end_service
human_2,8,88,34816,arrival
human_2,8,88,34816,join_queue
human_2,8,88,34816,begin_service
human_2,8,88,34876,end_service
human_2,8,89,35032,arrival
human_2,8,89,35032,join_queue
human_2,8,89,35032,begin_service
human_2,8,90,35042,arrival
human_2,8,90,35042,join_queue
human_2,8,90,35042,begin_service
human_2,8,89,35092,end_service
human_2,8,90,35102,end_service
human_2,8,91,35178,arrival
human_2,8,91,35178,join_queue
human_2,8,91,35178,begin_service
human_2,8,91,35238,end_service
human_2,8,92,35832,arrival
human_2,8,92,35832,join_queue
human_2,8,92,35832,begin_service
human_2,8,92,35892,end_service
