barista_count_setting,interarrival_setting,caseid,time,activity
human_1,8,1,832,arrival
human_1,8,1,832,join_queue
human_1,8,1,832,begin_service
human_1,8,1,892,end_service
human_1,8,2,950,arrival
human_1,8,2,950,join_queue
human_1,8,2,950,begin_service
human_1,8,2,1010,end_service
human_1,8,3,1329,arrival
human_1,8,3,1329,join_queue
human_1,8,3,1329,begin_service
human_1,8,3,1395,end_service
human_1,8,4,1428,arrival
human_1,8,4,1428,join_queue
human_1,8,4,1428,begin_service
human_1,8,4,1509,end_service
human_1,8,5,1875,arrival
human_1,8,5,1875,join_queue
human_1,8,5,1875,begin_service
human_1,8,5,2168,end_service
human_1,8,6,2371,arrival
human_1,8,6,2371,join_queue
human_1,8,6,2371,begin_service
human_1,8,6,2431,end_service
human_1,8,7,3079,arrival
human_1,8,7,3079,join_queue
human_1,8,7,3079,begin_service
human_1,8,7,3139,end_service
human_1,8,8,3337,arrival
human_1,8,8,3337,join_queue
human_1,8,8,3337,begin_service
human_1,8,8,3397,end_service
human_1,8,9,3556,arrival
human_1,8,9,3556,join_queue
human_1,8,9,3556,begin_service
human_1,8,9,3616,end_service
human_1,8,10,3973,arrival
human_1,8,10,3973,join_queue
human_1,8,10,3973,begin_service
human_1,8,11,4162,arrival
human_1,8,11,4162,join_queue
human_1,8,10,4203,end_service
human_1,8,11,4203,begin_service
human_1,8,12,4249,arrival
human_1,8,12,4249,join_queue
human_1,8,11,4282,end_service
human_1,8,12,4282,begin_service
human_1,8,12,4393,end_service
human_1,8,13,4633,arrival
human_1,8,13,4633,join_queue
human_1,8,13,4633,begin_service
human_1,8,13,4710,end_service
human_1,8,14,4908,arrival
human_1,8,14,4908,join_queue
human_1,8,14,4908,begin_service
human_1,8,14,5001,end_service
human_1,8,15,5873,arrival
human_1,8,15,5873,join_queue
human_1,8,15,5873,begin_service
human_1,8,15,5933,end_service
human_1,8,16,6191,arrival
human_1,8,16,6191,join_queue
human_1,8,16,6191,begin_service
human_1,8,16,6327,end_service
human_1,8,17,6610,arrival
human_1,8,17,6610,join_queue
human_1,8,17,6610,begin_service
