barista_count_setting,interarrival_setting,caseid,time,activity
human_1,2,1,208,arrival
human_1,2,1,208,join_queue
human_1,2,1,208,begin_service
human_1,2,2,238,arrival
human_1,2,2,238,join_queue
human_1,2,1,268,end_service
human_1,2,2,268,begin_service
human_1,2,2,328,end_service
human_1,2,3,333,arrival
human_1,2,3,333,join_queue
human_1,2,3,333,begin_service
human_1,2,4,358,arrival
human_1,2,4,358,join_queue
human_1,2,3,393,end_service
human_1,2,4,393,begin_service
human_1,2,4,454,end_service
human_1,2,5,470,arrival
human_1,2,5,470,join_queue
human_1,2,5,470,begin_service
human_1,2,6,594,arrival
human_1,2,6,594,join_queue
human_1,2,5,650,end_service
human_1,2,6,650,begin_service
human_1,2,6,710,end_service
human_1,2,7,771,arrival
human_1,2,7,771,join_queue
human_1,2,7,771,begin_service
human_1,2,7,831,end_service
human_1,2,8,835,arrival
human_1,2,8,835,join_queue
human_1,2,8,835,begin_service
human_1,2,9,890,arrival
human_1,2,9,890,join_queue
human_1,2,8,895,end_service
human_1,2,9,895,begin_service
human_1,2,9,955,end_service
human_1,2,10,994,arrival
human_1,2,10,994,join_queue
human_1,2,10,994,begin_service
human_1,2,11,1041,arrival
human_1,2,11,1041,join_queue
human_1,2,12,1063,arrival
human_1,2,12,1063,join_queue
human_1,2,13,1142,arrival
human_1,2,13,1142,join_queue
human_1,2,10,1166,end_service
human_1,2,11,1166,begin_service
human_1,2,14,1238,arrival
human_1,2,14,1238,join_queue
human_1,2,11,1249,end_service
human_1,2,12,1249,begin_service
human_1,2,15,1307,arrival
human_1,2,15,1307,join_queue
human_1,2,12,1309,end_service
human_1,2,13,1309,begin_service
human_1,2,13,1378,end_service
human_1,2,14,1378,begin_service
human_1,2,14,1438,end_service
human_1,2,15,1438,begin_service
human_1,2,15,1498,end_service
human_1,2,16,1548,arrival
human_1,2,16,1548,join_queue
human_1,2,16,1548,begin_service
human_1,2,16,1650,end_service
human_1,2,17,1653,arrival
human_1,2,17,1653,join_queue
human_1,2,17,1653,begin_service
human_1,2,18,1747,arrival
human_1,2,18,1747,join_queue
human_1,2,17,1833,end_service
human_1,2,18,1833,begin_service
human_1,2,19,1930,arrival
human_1,2,19,1930,join_queue
human_1,2,20,1942,arrival
human_1,2,20,1942,join_queue
human_1,2,18,1945,end_service
human_1,2,19,1945,begin_service
human_1,2,19,2005,end_service
human_1,2,20,2005,begin_service
human_1,2,20,2065,end_service
human_1,2,21,2307,arrival
human_1,2,21,2307,join_queue
human_1,2,21,2307,begin_service
human_1,2,22,2315,arrival
human_1,2,22,2315,join_queue
human_1,2,23,2317,arrival
human_1,2,23,2317,join_queue
human_1,2,21,2367,end_service
human_1,2,22,2367,begin_service
human_1,2,24,2438,arrival
human_1,2,24,2438,join_queue
human_1,2,22,2462,end_service
human_1,2,23,2462,begin_service
human_1,2,23,2522,end_service
human_1,2,24,2522,begin_service
human_1,2,24,2582,end_service
human_1,2,25,2613,arrival
human_1,2,25,2613,join_queue
human_1,2,25,2613,begin_service
human_1,2,25,2673,end_service
human_1,2,26,2895,arrival
human_1,2,26,2895,join_queue
human_1,2,26,2895,begin_service
