barista_count_setting,interarrival_setting,caseid,time,activity
human_1,9,1,936,arrival
human_1,9,1,936,join_queue
human_1,9,1,936,begin_service
human_1,9,1,996,end_service
human_1,9,2,1069,arrival
human_1,9,2,1069,join_queue
human_1,9,2,1069,begin_service
human_1,9,2,1129,end_service
human_1,9,3,1495,arrival
human_1,9,3,1495,join_queue
human_1,9,3,1495,begin_service
human_1,9,3,1561,end_service
human_1,9,4,1607,arrival
human_1,9,4,1607,join_queue
human_1,9,4,1607,begin_service
human_1,9,4,1688,end_service
human_1,9,5,2109,arrival
human_1,9,5,2109,join_queue
human_1,9,5,2109,begin_service
human_1,9,5,2402,end_service
human_1,9,6,2667,arrival
human_1,9,6,2667,join_queue
human_1,9,6,2667,begin_service
human_1,9,6,2727,end_service
human_1,9,7,3463,arrival
human_1,9,7,3463,join_queue
human_1,9,7,3463,begin_service
human_1,9,7,3523,end_service
human_1,9,8,3753,arrival
human_1,9,8,3753,join_queue
human_1,9,8,3753,begin_service
human_1,9,8,3813,end_service
human_1,9,9,3999,arrival
human_1,9,9,3999,join_queue
human_1,9,9,3999,begin_service
human_1,9,9,4059,end_service
human_1,9,10,4468,arrival
human_1,9,10,4468,join_queue
human_1,9,10,4468,begin_service
human_1,9,11,4681,arrival
human_1,9,11,4681,join_queue
human_1,9,10,4698,end_service
human_1,9,11,4698,begin_service
human_1,9,11,4777,end_service
human_1,9,12,4779,arrival
human_1,9,12,4779,join_queue
human_1,9,12,4779,begin_service
human_1,9,12,4890,end_service
human_1,9,13,5211,arrival
human_1,9,13,5211,join_queue
human_1,9,13,5211,begin_service
human_1,9,13,5288,end_service
human_1,9,14,5520,arrival
human_1,9,14,5520,join_queue
human_1,9,14,5520,begin_service
human_1,9,14,5613,end_service
human_1,9,15,6605,arrival
human_1,9,15,6605,join_queue
human_1,9,15,6605,begin_service
human_1,9,15,6665,end_service
human_1,9,16,6963,arrival
human_1,9,16,6963,join_queue
human_1,9,16,6963,begin_service
human_1,9,16,7099,end_service
human_1,9,17,7435,arrival
human_1,9,17,7435,join_queue
human_1,9,17,7435,begin_service
human_1,9,17,7728,end_service
human_1,9,18,7860,arrival
