barista_count_setting,interarrival_setting,caseid,time,activity
robot_2,9,1,936,arrival
robot_2,9,1,936,join_queue
robot_2,9,1,936,begin_service
robot_2,9,1,996,end_service
robot_2,9,2,1069,arrival
robot_2,9,2,1069,join_queue
robot_2,9,2,1069,begin_service
robot_2,9,2,1129,end_service
robot_2,9,3,1495,arrival
robot_2,9,3,1495,join_queue
robot_2,9,3,1495,begin_service
robot_2,9,3,1555,end_service
robot_2,9,4,1607,arrival
robot_2,9,4,1607,join_queue
robot_2,9,4,1607,begin_service
robot_2,9,4,1668,end_service
robot_2,9,5,2109,arrival
robot_2,9,5,2109,join_queue
robot_2,9,5,2109,begin_service
robot_2,9,5,2289,end_service
robot_2,9,6,2667,arrival
robot_2,9,6,2667,join_queue
robot_2,9,6,2667,begin_service
robot_2,9,6,2727,end_service
robot_2,9,7,3463,arrival
robot_2,9,7,3463,join_queue
robot_2,9,7,3463,begin_service
robot_2,9,7,3523,end_service
robot_2,9,8,3753,arrival
robot_2,9,8,3753,join_queue
robot_2,9,8,3753,begin_service
robot_2,9,8,3813,end_service
robot_2,9,9,3999,arrival
robot_2,9,9,3999,join_queue
robot_2,9,9,3999,begin_service
robot_2,9,9,4059,end_service
robot_2,9,10,4468,arrival
robot_2,9,10,4468,join_queue
robot_2,9,10,4468,begin_service
robot_2,9,10,4640,end_service
robot_2,9,11,4681,arrival
robot_2,9,11,4681,join_queue
robot_2,9,11,4681,begin_service
robot_2,9,11,4741,end_service
robot_2,9,12,4779,arrival
robot_2,9,12,4779,join_queue
robot_2,9,12,4779,begin_service
robot_2,9,12,4862,end_service
robot_2,9,13,5211,arrival
robot_2,9,13,5211,join_queue
robot_2,9,13,5211,begin_service
robot_2,9,13,5271,end_service
robot_2,9,14,5520,arrival
robot_2,9,14,5520,join_queue
robot_2,9,14,5520,begin_service
robot_2,9,14,5589,end_service
robot_2,9,15,6605,arrival
robot_2,9,15,6605,join_queue
robot_2,9,15,6605,begin_service
robot_2,9,15,6665,end_service
robot_2,9,16,6963,arrival
robot_2,9,16,6963,join_queue
robot_2,9,16,6963,begin_service
robot_2,9,16,7065,end_service
robot_2,9,17,7435,arrival
robot_2,9,17,7435,join_queue
robot_2,9,17,7435,begin_service
robot_2,9,17,7615,end_service
robot_2,9,18,7860,arrival
robot_2,9,18,7860,join_queue
robot_2,9,18,7860,begin_service
robot_2,9,18,7972,end_service
robot_2,9,19,8683,arrival
robot_2,9,19,8683,join_queue
robot_2,9,19,8683,begin_service
robot_2,9,20,8735,arrival
robot_2,9,20,8735,join_queue
robot_2,9,20,8735,begin_service
robot_2,9,20,8795,end_service
robot_2,9,19,8863,end_service
robot_2,9,21,8872,arrival
robot_2,9,21,8872,join_queue
robot_2,9,21,8872,begin_service
robot_2,9,22,8908,arrival
robot_2,9,22,8908,join_queue
robot_2,9,22,8908,begin_service
robot_2,9,23,8916,arrival
robot_2,9,23,8916,join_queue
robot_2,9,21,8932,end_service
robot_2,9,23,8932,begin_service
robot_2,9,22,8999,end_service
robot_2,9,23,9063,end_service
robot_2,9,24,9488,arrival
robot_2,9,24,9488,join_queue
robot_2,9,24,9488,begin_service
robot_2,9,24,9548,end_service
robot_2,9,25,9643,arrival
robot_2,9,25,9643,join_queue
robot_2,9,25,9643,begin_service
robot_2,9,25,9703,end_service
robot_2,9,26,10911,arrival
robot_2,9,26,10911,join_queue
robot_2,9,26,10911,begin_service
robot_2,9,26,10972,end_service
robot_2,9,27,11380,arrival
robot_2,9,27,11380,join_queue
robot_2,9,27,11380,begin_service
robot_2,9,27,11443,end_service
robot_2,9,28,12320,arrival
robot_2,9,28,12320,join_queue
robot_2,9,28,12320,begin_service
robot_2,9,28,12380,end_service
robot_2,9,29,12920,arrival
robot_2,9,29,12920,join_queue
robot_2,9,29,12920,begin_service
robot_2,9,30,12948,arrival
robot_2,9,30,12948,join_queue
robot_2,9,30,12948,begin_service
robot_2,9,30,13008,end_service
robot_2,9,29,13058,end_service
robot_2,9,31,14989,arrival
robot_2,9,31,14989,join_queue
robot_2,9,31,14989,begin_service
robot_2,9,32,15003,arrival
robot_2,9,32,15003,join_queue
robot_2,9,32,15003,begin_service
robot_2,9,33,15023,arrival
robot_2,9,33,15023,join_queue
robot_2,9,31,15074,end_service
robot_2,9,33,15074,begin_service
robot_2,9,32,15183,end_service
robot_2,9,33,15227,end_service
robot_2,9,34,16390,arrival
robot_2,9,34,16390,join_queue
robot_2,9,34,16390,begin_service
robot_2,9,34,16450,end_service
robot_2,9,35,16832,arrival
robot_2,9,35,16832,join_queue
robot_2,9,35,16832,begin_service
robot_2,9,35,16892,end_service
robot_2,9,36,17373,arrival
robot_2,9,36,17373,join_queue
robot_2,9,36,17373,begin_service
robot_2,9,36,17433,end_service
robot_2,9,37,17523,arrival
robot_2,9,37,17523,join_queue
robot_2,9,37,17523,begin_service
robot_2,9,38,17545,arrival
robot_2,9,38,17545,join_queue
robot_2,9,38,17545,begin_service
robot_2,9,37,17596,end_service
robot_2,9,38,17605,end_service
robot_2,9,39,17973,arrival
robot_2,9,39,17973,join_queue
robot_2,9,39,17973,begin_service
robot_2,9,39,18033,end_service
robot_2,9,40,18149,arrival
robot_2,9,40,18149,join_queue
robot_2,9,40,18149,begin_service
robot_2,9,40,18209,end_service
robot_2,9,41,18381,arrival
robot_2,9,41,18381,join_queue
robot_2,9,41,18381,begin_service
robot_2,9,41,18463,end_service
robot_2,9,42,18724,arrival
robot_2,9,42,18724,join_queue
robot_2,9,42,18724,begin_service
robot_2,9,42,18784,end_service
robot_2,9,43,18963,arrival
robot_2,9,43,18963,join_queue
robot_2,9,43,18963,begin_service
robot_2,9,43,19023,end_service
robot_2,9,44,19205,arrival
robot_2,9,44,19205,join_queue
robot_2,9,44,19205,begin_service
robot_2,9,44,19265,end_service
robot_2,9,45,20511,arrival
robot_2,9,45,20511,join_queue
robot_2,9,45,20511,begin_service
robot_2,9,45,20571,end_service
robot_2,9,46,20845,arrival
robot_2,9,46,20845,join_queue
robot_2,9,46,20845,begin_service
robot_2,9,46,20905,end_service
robot_2,9,47,20968,arrival
robot_2,9,47,20968,join_queue
robot_2,9,47,20968,begin_service
robot_2,9,47,21033,end_service
robot_2,9,48,21298,arrival
robot_2,9,48,21298,join_queue
robot_2,9,48,21298,begin_service
robot_2,9,48,21463,end_service
robot_2,9,49,22223,arrival
robot_2,9,49,22223,join_queue
robot_2,9,49,22223,begin_service
robot_2,9,49,22283,end_service
robot_2,9,50,22941,arrival
robot_2,9,50,22941,join_queue
robot_2,9,50,22941,begin_service
robot_2,9,50,23001,end_service
robot_2,9,51,23148,arrival
robot_2,9,51,23148,join_queue
robot_2,9,51,23148,begin_service
robot_2,9,52,23165,arrival
robot_2,9,52,23165,join_queue
robot_2,9,52,23165,begin_service
robot_2,9,51,23208,end_service
robot_2,9,52,23225,end_service
robot_2,9,53,23296,arrival
robot_2,9,53,23296,join_queue
robot_2,9,53,23296,begin_service
robot_2,9,53,23358,end_service
robot_2,9,54,24125,arrival
robot_2,9,54,24125,join_queue
robot_2,9,54,24125,begin_service
robot_2,9,55,24129,arrival
robot_2,9,55,24129,join_queue
robot_2,9,55,24129,begin_service
robot_2,9,56,24177,arrival
robot_2,9,56,24177,join_queue
robot_2,9,54,24185,end_service
robot_2,9,56,24185,begin_service
robot_2,9,55,24200,end_service
robot_2,9,56,24245,end_service
robot_2,9,57,24829,arrival
robot_2,9,57,24829,join_queue
robot_2,9,57,24829,begin_service
robot_2,9,57,24889,end_service
robot_2,9,58,25231,arrival
robot_2,9,58,25231,join_queue
robot_2,9,58,25231,begin_service
robot_2,9,58,25411,end_service
robot_2,9,59,26559,arrival
robot_2,9,59,26559,join_queue
