barista_count_setting,interarrival_setting,caseid,time,activity
robot_1,8,1,832,arrival
robot_1,8,1,832,join_queue
robot_1,8,1,832,begin_service
robot_1,8,1,892,end_service
robot_1,8,2,950,arrival
robot_1,8,2,950,join_queue
robot_1,8,2,950,begin_service
robot_1,8,2,1010,end_service
robot_1,8,3,1329,arrival
robot_1,8,3,1329,join_queue
robot_1,8,3,1329,begin_service
robot_1,8,3,1389,end_service
robot_1,8,4,1428,arrival
robot_1,8,4,1428,join_queue
robot_1,8,4,1428,begin_service
robot_1,8,4,1489,end_service
robot_1,8,5,1875,arrival
robot_1,8,5,1875,join_queue
robot_1,8,5,1875,begin_service
robot_1,8,5,2055,end_service
robot_1,8,6,2371,arrival
robot_1,8,6,2371,join_queue
robot_1,8,6,2371,begin_service
robot_1,8,6,2431,end_service
robot_1,8,7,3079,arrival
robot_1,8,7,3079,join_queue
robot_1,8,7,3079,begin_service
robot_1,8,7,3139,end_service
robot_1,8,8,3337,arrival
robot_1,8,8,3337,join_queue
robot_1,8,8,3337,begin_service
robot_1,8,8,3397,end_service
robot_1,8,9,3556,arrival
robot_1,8,9,3556,join_queue
robot_1,8,9,3556,begin_service
robot_1,8,9,3616,end_service
robot_1,8,10,3973,arrival
robot_1,8,10,3973,join_queue
robot_1,8,10,3973,begin_service
robot_1,8,10,4145,end_service
robot_1,8,11,4162,arrival
robot_1,8,11,4162,join_queue
robot_1,8,11,4162,begin_service
robot_1,8,11,4222,end_service
robot_1,8,12,4249,arrival
robot_1,8,12,4249,join_queue
robot_1,8,12,4249,begin_service
robot_1,8,12,4332,end_service
robot_1,8,13,4633,arrival
robot_1,8,13,4633,join_queue
robot_1,8,13,4633,begin_service
robot_1,8,13,4693,end_service
robot_1,8,14,4908,arrival
robot_1,8,14,4908,join_queue
robot_1,8,14,4908,begin_service
robot_1,8,14,4977,end_service
robot_1,8,15,5873,arrival
robot_1,8,15,5873,join_queue
robot_1,8,15,5873,begin_service
robot_1,8,15,5933,end_service
robot_1,8,16,6191,arrival
robot_1,8,16,6191,join_queue
robot_1,8,16,6191,begin_service
robot_1,8,16,6293,end_service
robot_1,8,17,6610,arrival
robot_1,8,17,6610,join_queue
robot_1,8,17,6610,begin_service
robot_1,8,17,6790,end_service
robot_1,8,18,6988,arrival
robot_1,8,18,6988,join_queue
robot_1,8,18,6988,begin_service
robot_1,8,18,7100,end_service
robot_1,8,19,7720,arrival
robot_1,8,19,7720,join_queue
robot_1,8,19,7720,begin_service
robot_1,8,20,7766,arrival
robot_1,8,20,7766,join_queue
robot_1,8,21,7887,arrival
robot_1,8,21,7887,join_queue
robot_1,8,19,7900,end_service
robot_1,8,20,7900,begin_service
robot_1,8,22,7920,arrival
robot_1,8,22,7920,join_queue
robot_1,8,20,7960,end_service
robot_1,8,21,7960,begin_service
robot_1,8,21,8020,end_service
robot_1,8,22,8020,begin_service
robot_1,8,22,8111,end_service
robot_1,8,23,8239,arrival
robot_1,8,23,8239,join_queue
robot_1,8,23,8239,begin_service
robot_1,8,23,8370,end_service
robot_1,8,24,8748,arrival
robot_1,8,24,8748,join_queue
