barista_count_setting,interarrival_setting,caseid,time,activity
robot_2,3,1,312,arrival
robot_2,3,1,312,join_queue
robot_2,3,1,312,begin_service
robot_2,3,2,356,arrival
robot_2,3,2,356,join_queue
robot_2,3,2,356,begin_service
robot_2,3,1,372,end_service
robot_2,3,2,416,end_service
robot_2,3,3,498,arrival
robot_2,3,3,498,join_queue
robot_2,3,3,498,begin_service
robot_2,3,4,535,arrival
robot_2,3,4,535,join_queue
robot_2,3,4,535,begin_service
robot_2,3,3,558,end_service
robot_2,3,4,596,end_service
robot_2,3,5,702,arrival
robot_2,3,5,702,join_queue
robot_2,3,5,702,begin_service
robot_2,3,5,882,end_service
robot_2,3,6,888,arrival
robot_2,3,6,888,join_queue
robot_2,3,6,888,begin_service
robot_2,3,6,948,end_service
robot_2,3,7,1153,arrival
robot_2,3,7,1153,join_queue
robot_2,3,7,1153,begin_service
robot_2,3,7,1213,end_service
robot_2,3,8,1250,arrival
robot_2,3,8,1250,join_queue
robot_2,3,8,1250,begin_service
robot_2,3,8,1310,end_service
robot_2,3,9,1332,arrival
robot_2,3,9,1332,join_queue
robot_2,3,9,1332,begin_service
robot_2,3,9,1392,end_service
robot_2,3,10,1488,arrival
robot_2,3,10,1488,join_queue
robot_2,3,10,1488,begin_service
robot_2,3,11,1559,arrival
robot_2,3,11,1559,join_queue
robot_2,3,11,1559,begin_service
robot_2,3,12,1592,arrival
robot_2,3,12,1592,join_queue
robot_2,3,11,1619,end_service
robot_2,3,12,1619,begin_service
robot_2,3,10,1660,end_service
robot_2,3,12,1702,end_service
robot_2,3,13,1736,arrival
robot_2,3,13,1736,join_queue
robot_2,3,13,1736,begin_service
robot_2,3,13,1796,end_service
robot_2,3,14,1839,arrival
robot_2,3,14,1839,join_queue
robot_2,3,14,1839,begin_service
robot_2,3,14,1908,end_service
robot_2,3,15,2201,arrival
robot_2,3,15,2201,join_queue
robot_2,3,15,2201,begin_service
robot_2,3,15,2261,end_service
robot_2,3,16,2320,arrival
robot_2,3,16,2320,join_queue
robot_2,3,16,2320,begin_service
robot_2,3,16,2422,end_service
robot_2,3,17,2477,arrival
robot_2,3,17,2477,join_queue
robot_2,3,17,2477,begin_service
robot_2,3,18,2619,arrival
robot_2,3,18,2619,join_queue
robot_2,3,18,2619,begin_service
robot_2,3,17,2657,end_service
robot_2,3,18,2731,end_service
robot_2,3,19,2893,arrival
robot_2,3,19,2893,join_queue
robot_2,3,19,2893,begin_service
robot_2,3,20,2910,arrival
robot_2,3,20,2910,join_queue
robot_2,3,20,2910,begin_service
robot_2,3,21,2956,arrival
robot_2,3,21,2956,join_queue
robot_2,3,22,2968,arrival
robot_2,3,22,2968,join_queue
robot_2,3,20,2970,end_service
robot_2,3,21,2970,begin_service
robot_2,3,21,3030,end_service
robot_2,3,22,3030,begin_service
robot_2,3,19,3073,end_service
robot_2,3,23,3088,arrival
robot_2,3,23,3088,join_queue
robot_2,3,23,3088,begin_service
robot_2,3,22,3121,end_service
robot_2,3,23,3219,end_service
robot_2,3,24,3279,arrival
robot_2,3,24,3279,join_queue
robot_2,3,24,3279,begin_service
robot_2,3,25,3331,arrival
robot_2,3,25,3331,join_queue
robot_2,3,25,3331,begin_service
robot_2,3,24,3339,end_service
robot_2,3,25,3391,end_service
robot_2,3,26,3754,arrival
robot_2,3,26,3754,join_queue
robot_2,3,26,3754,begin_service
robot_2,3,26,3815,end_service
robot_2,3,27,3910,arrival
robot_2,3,27,3910,join_queue
robot_2,3,27,3910,begin_service
robot_2,3,27,3973,end_service
robot_2,3,28,4223,arrival
robot_2,3,28,4223,join_queue
robot_2,3,28,4223,begin_service
robot_2,3,28,4283,end_service
robot_2,3,29,4423,arrival
robot_2,3,29,4423,join_queue
robot_2,3,29,4423,begin_service
robot_2,3,30,4432,arrival
robot_2,3,30,4432,join_queue
robot_2,3,30,4432,begin_service
robot_2,3,30,4492,end_service
robot_2,3,29,4561,end_service
robot_2,3,31,5112,arrival
robot_2,3,31,5112,join_queue
robot_2,3,31,5112,begin_service
robot_2,3,32,5117,arrival
robot_2,3,32,5117,join_queue
robot_2,3,32,5117,begin_service
robot_2,3,33,5124,arrival
robot_2,3,33,5124,join_queue
robot_2,3,31,5197,end_service
robot_2,3,33,5197,begin_service
robot_2,3,32,5297,end_service
robot_2,3,33,5350,end_service
robot_2,3,34,5580,arrival
robot_2,3,34,5580,join_queue
robot_2,3,34,5580,begin_service
robot_2,3,34,5640,end_service
robot_2,3,35,5727,arrival
robot_2,3,35,5727,join_queue
robot_2,3,35,5727,begin_service
robot_2,3,35,5787,end_service
robot_2,3,36,5907,arrival
robot_2,3,36,5907,join_queue
robot_2,3,36,5907,begin_service
robot_2,3,37,5957,arrival
robot_2,3,37,5957,join_queue
robot_2,3,37,5957,begin_service
robot_2,3,38,5964,arrival
robot_2,3,38,5964,join_queue
robot_2,3,36,5967,end_service
robot_2,3,38,5967,begin_service
robot_2,3,38,6027,end_service
robot_2,3,37,6030,end_service
robot_2,3,39,6107,arrival
robot_2,3,39,6107,join_queue
robot_2,3,39,6107,begin_service
robot_2,3,40,6166,arrival
robot_2,3,40,6166,join_queue
robot_2,3,40,6166,begin_service
robot_2,3,39,6167,end_service
robot_2,3,40,6226,end_service
robot_2,3,41,6243,arrival
robot_2,3,41,6243,join_queue
robot_2,3,41,6243,begin_service
robot_2,3,41,6325,end_service
robot_2,3,42,6357,arrival
robot_2,3,42,6357,join_queue
robot_2,3,42,6357,begin_service
robot_2,3,42,6417,end_service
robot_2,3,43,6437,arrival
robot_2,3,43,6437,join_queue
robot_2,3,43,6437,begin_service
