barista_count_setting,interarrival_setting,caseid,time,activity
robot_1,9,1,936,arrival
robot_1,9,1,936,join_queue
robot_1,9,1,936,begin_service
robot_1,9,1,996,end_service
robot_1,9,2,1069,arrival
robot_1,9,2,1069,join_queue
robot_1,9,2,1069,begin_service
robot_1,9,2,1129,end_service
robot_1,9,3,1495,arrival
robot_1,9,3,1495,join_queue
robot_1,9,3,1495,begin_service
robot_1,9,3,1555,end_service
robot_1,9,4,1607,arrival
robot_1,9,4,1607,join_queue
robot_1,9,4,1607,begin_service
robot_1,9,4,1668,end_service
robot_1,9,5,2109,arrival
robot_1,9,5,2109,join_queue
robot_1,9,5,2109,begin_service
robot_1,9,5,2289,end_service
robot_1,9,6,2667,arrival
robot_1,9,6,2667,join_queue
robot_1,9,6,2667,begin_service
robot_1,9,6,2727,end_service
robot_1,9,7,3463,arrival
robot_1,9,7,3463,join_queue
robot_1,9,7,3463,begin_service
robot_1,9,7,3523,end_service
robot_1,9,8,3753,arrival
robot_1,9,8,3753,join_queue
robot_1,9,8,3753,begin_service
robot_1,9,8,3813,end_service
robot_1,9,9,3999,arrival
robot_1,9,9,3999,join_queue
robot_1,9,9,3999,begin_service
robot_1,9,9,4059,end_service
robot_1,9,10,4468,arrival
robot_1,9,10,4468,join_queue
robot_1,9,10,4468,begin_service
robot_1,9,10,4640,end_service
robot_1,9,11,4681,arrival
robot_1,9,11,4681,join_queue
robot_1,9,11,4681,begin_service
robot_1,9,11,4741,end_service
robot_1,9,12,4779,arrival
robot_1,9,12,4779,join_queue
robot_1,9,12,4779,begin_service
robot_1,9,12,4862,end_service
robot_1,9,13,5211,arrival
robot_1,9,13,5211,join_queue
robot_1,9,13,5211,begin_service
robot_1,9,13,5271,end_service
robot_1,9,14,5520,arrival
robot_1,9,14,5520,join_queue
robot_1,9,14,5520,begin_service
robot_1,9,14,5589,end_service
robot_1,9,15,6605,arrival
robot_1,9,15,6605,join_queue
robot_1,9,15,6605,begin_service
robot_1,9,15,6665,end_service
robot_1,9,16,6963,arrival
robot_1,9,16,6963,join_queue
robot_1,9,16,6963,begin_service
robot_1,9,16,7065,end_service
robot_1,9,17,7435,arrival
robot_1,9,17,7435,join_queue
robot_1,9,17,7435,begin_service
robot_1,9,17,7615,end_service
robot_1,9,18,7860,arrival
robot_1,9,18,7860,join_queue
robot_1,9,18,7860,begin_service
robot_1,9,18,7972,end_service
robot_1,9,19,8683,arrival
robot_1,9,19,8683,join_queue
robot_1,9,19,8683,begin_service
robot_1,9,20,8735,arrival
robot_1,9,20,8735,join_queue
robot_1,9,19,8863,end_service
robot_1,9,20,8863,begin_service
robot_1,9,21,8872,arrival
robot_1,9,21,8872,join_queue
robot_1,9,22,8908,arrival
robot_1,9,22,8908,join_queue
robot_1,9,20,8923,end_service
robot_1,9,21,8923,begin_service
robot_1,9,21,8983,end_service
robot_1,9,22,8983,begin_service
robot_1,9,22,9074,end_service
robot_1,9,23,9267,arrival
robot_1,9,23,9267,join_queue
robot_1,9,23,9267,begin_service
robot_1,9,23,9398,end_service
robot_1,9,24,9839,arrival
robot_1,9,24,9839,join_queue
robot_1,9,24,9839,begin_service
robot_1,9,24,9899,end_service
robot_1,9,25,9994,arrival
robot_1,9,25,9994,join_queue
robot_1,9,25,9994,begin_service
robot_1,9,25,10054,end_service
robot_1,9,26,11262,arrival
robot_1,9,26,11262,join_queue
robot_1,9,26,11262,begin_service
robot_1,9,26,11323,end_service
robot_1,9,27,11731,arrival
robot_1,9,27,11731,join_queue
robot_1,9,27,11731,begin_service
robot_1,9,27,11794,end_service
robot_1,9,28,12671,arrival
robot_1,9,28,12671,join_queue
robot_1,9,28,12671,begin_service
robot_1,9,28,12731,end_service
robot_1,9,29,13271,arrival
robot_1,9,29,13271,join_queue
robot_1,9,29,13271,begin_service
robot_1,9,30,13299,arrival
robot_1,9,30,13299,join_queue
robot_1,9,29,13409,end_service
robot_1,9,30,13409,begin_service
robot_1,9,30,13469,end_service
robot_1,9,31,15340,arrival
robot_1,9,31,15340,join_queue
robot_1,9,31,15340,begin_service
robot_1,9,32,15354,arrival
robot_1,9,32,15354,join_queue
robot_1,9,33,15374,arrival
robot_1,9,33,15374,join_queue
robot_1,9,31,15425,end_service
robot_1,9,32,15425,begin_service
robot_1,9,32,15605,end_service
robot_1,9,33,15605,begin_service
robot_1,9,33,15758,end_service
robot_1,9,34,16515,arrival
robot_1,9,34,16515,join_queue
robot_1,9,34,16515,begin_service
robot_1,9,34,16575,end_service
robot_1,9,35,16957,arrival
robot_1,9,35,16957,join_queue
robot_1,9,35,16957,begin_service
robot_1,9,35,17017,end_service
